loanid,property,occupancy,purpose,documentation,ratetype,isnegam,lienposition,originalappraisalamount,ltv,jrltv,combinedltv,originalamount,srbalance,originalterm,amorterm,fico,rate,originationdate,state,asofdate,loanage,reportedloanstatus,currentamount,modified,priorchargeoff,liquidationdate,defdate,lgd,yrm,origym,region_code,updatedcltv,updatedcltv_missing,fico_missing,singlehome,occupied,timetoliquidation,predlgd
"171275","S","P","P","C1","F","False",1,126999.99,80.624413,0,80.624413,102393,0,361,361,766,6.5,200407,"PR",201707,156,3,84593.867,"False",0,201911,201512,27.890757,2019m11,2004m7,"PR",79.12086,0,0,1,1,47,31.39981
"801848","S","I","C","C1","F","False",1,150000,84,0,84,126000,0,361,361,590,6.9499998,200407,"PR",201707,156,3,103773.5,"False",0,201903,201601,32.545399,2019m3,2004m7,"PR",78.20219,0,0,1,0,38,32.16545
"Modified_176516","C","P","P","C1","F","False",1,157299.47,96.912102,0,96.912102,152442.22,0,552,480,685,6.5,200407,"PR",201508,133,3,151581.44,"True",0,201603,201411,43.594387,2016m3,2004m7,"PR",112.0854,0,0,0,1,16,35.83949
"802303","S","P","C","C1","F","False",1,136147.47,90,0,90,122532.72,0,481,481,667,6.25,200407,"PR",201807,168,3,120914.62,"False",0,201901,201601,30.322206,2019m1,2004m7,"PR",101.3879,0,0,1,1,36,35.13461
"Modified_171733","S","P","P","C1","F","False",1,256889.64,99.802368,0,99.802368,256381.94,0,571,480,624,6.375,200407,"PR",201812,173,3,256381.94,"True",-93848.078,201907,201405,39.54332,2019m7,2004m7,"PR",107.146,0,0,1,1,62,45.28054
"800267","S","P","P","C1","F","False",1,67090.086,80,0,80,53672.07,0,457,457,737,7.25,200407,"PR",201509,134,3,53672.07,"False",0,201712,201409,34.789043,2017m12,2004m7,"PR",84.58099,0,0,1,1,39,30.62798
"452154","S","P","C","C1","F","False",1,122000,78.688522,0,78.688522,96000,0,361,361,560,6.875,200407,"PR",201705,154,3,82767.578,"False",0,201911,201405,23.883242,2019m11,2004m7,"PR",80.58538,0,0,1,1,66,37.9227
"175180","S","P","P","C1","F","False",1,1950000.1,77.948715,0,77.948715,1520000,0,361,361,614,6.625,200407,"PR",201508,133,3,1300157.8,"False",0,201603,201408,34.62326,2016m3,2004m7,"PR",77.55174,0,0,1,1,19,21.97856
"Modified_452159","S","P","C","C1","F","False",1,123999.99,73.3871,.00289917,73.389999,91000,0,433,360,629,6.5,200407,"PR",201902,175,3,62069.629,"True",0,201908,201802,0,2019m8,2004m7,"PR",54.29838,0,0,1,1,18,14.1041
"173243","S","P","P","C1","F","False",1,241000,94.605812,0,94.605812,228000,0,121,121,689,5.75,200407,"PR",201605,142,3,195613.78,"False",0,201705,201310,28.174395,2017m5,2004m7,"PR",99.58218,0,0,1,1,43,36.77568
"801150","S","I","C","C1","F","False",1,125000,80,0,80,100000,0,481,481,641,6.9499998,200407,"PR",201701,150,3,98552.031,"False",0,201901,201412,59.412304,2019m1,2004m7,"PR",90.0062,0,0,1,0,49,39.50207
"Modified_173169","S","P","C","C1","F","False",1,402000,100,0,100,402000,0,486,360,603,5.5,200407,"PR",201809,170,3,368208.75,"True",-188214.73,201907,201511,67.149094,2019m7,2004m7,"PR",98.33385,0,0,1,1,44,36.6883
"802304","S","P","C","C1","F","False",1,90000,92.222221,0,92.222221,83000,0,361,361,727,5.5,200407,"PR",201701,150,3,66647.688,"False",0,201904,201510,0,2019m4,2004m7,"PR",81.96735,0,0,1,1,42,30.73347
"Modified_171846","S","P","P","C1","F","False",1,140000,96.071426,0,96.071426,134500,0,541,540,706,6.375,200408,"PR",201808,168,3,126199.33,"True",-20674.287,202001,201601,.95034575,2020m1,2004m8,"PR",113.5435,0,0,1,1,48,42.90373
"452037","S","P","P","C1","F","False",1,96000,78.958336,0,78.958336,75800,0,361,361,554,5.875,200408,"PR",201501,125,3,65353.57,"False",0,201704,201310,6.6606917,2017m4,2004m8,"PR",82.77082,0,0,1,1,42,30.99455
"175870","S","P","P","C1","F","False",1,233000,73.81974,0,73.81974,172000,0,361,361,709,6.75,200408,"PR",201501,125,3,166108.91,"False",0,201512,201310,51.83828,2015m12,2004m8,"PR",82.52886,0,0,1,1,26,25.82372
"177488","S","P","P","C1","F","False",1,206000,80,0,80,164800,0,361,361,515,6.875,200408,"PR",201601,137,3,142616.22,"False",0,201707,201406,0,2017m7,2004m8,"PR",86.47564,0,0,1,1,37,30.60712
"176173","S","P","C","C1","F","False",1,132000,56.81818,0,56.81818,75000,0,361,361,656,6.5,200408,"PR",201707,155,3,62525.199,"False",0,201905,201508,60.48315,2019m5,2004m8,"PR",52.07713,0,0,1,1,45,21.9754
"801860","S","P","P","C1","F","False",1,310000,80,0,80,248000,0,389,389,789,6.9499998,200408,"PR",201802,162,3,217653.02,"False",-93723.008,201902,201510,37.515221,2019m2,2004m8,"PR",80.86732,0,0,1,1,40,29.73948
"176065","S","P","P","C1","F","False",1,215000,97.209305,0,97.209305,209000,0,361,361,652,6.25,200408,"PR",201405,117,3,180192.78,"False",0,201501,201312,21.750038,2015m1,2004m8,"PR",95.4424,0,0,1,1,13,25.88257
"Reperform_801172","S","P","R","C1","F","False",1,84000,61.904762,0,61.904762,52000,0,361,361,0,9.125,200408,"PR",201805,165,3,44747.211,"False",0,201910,201603,24.017609,2019m10,2004m8,"PR",61.57961,0,1,1,1,43,24.42671
"176637","S","S","P","C1","F","False",1,120000,78.666664,0,78.666664,94400,0,361,361,615,6.75,200408,"PR",201602,138,3,83529.57,"False",0,201808,201310,40.140274,2018m8,2004m8,"PR",86.46269,0,0,1,0,58,41.21497
"Modified_451981","S","P","P","C1","F","False",1,83699.328,79.014084,0,79.014084,66134.258,0,565,427,557,4.5,200408,"PR",201804,164,3,53715.059,"True",0,201911,201310,54.238533,2019m11,2004m8,"PR",77.29208,0,0,1,1,73,39.08038
"801858","S","P","P","C1","F","False",1,80000,70,0,70,56000,0,361,361,711,7.5,200408,"PR",201705,153,3,48605.191,"False",0,201803,201412,0,2018m3,2004m8,"PR",70.49783,0,0,1,1,39,26.05165
"175773","S","P","P","C1","F","False",1,305000,100,0,100,305000,0,361,361,602,5.75,200408,"PR",201512,136,3,263239.84,"False",0,201607,201310,44.347012,2016m7,2004m8,"PR",97.72594,0,0,1,1,33,32.98987
"Modified_170926","C","P","P","C1","F","False",1,135000,94.444443,0,94.444443,127500,0,552,480,648,6.5,200408,"PR",201706,154,3,114586.03,"True",0,201808,201504,58.982758,2018m8,2004m8,"PR",105.4308,0,0,0,1,40,41.31541
"173522","S","P","P","C1","F","False",1,93500,87.272728,0,87.272728,81600,0,361,361,697,6.5,200409,"PR",201505,128,3,69909.68,"False",0,201609,201405,14.174003,2016m9,2004m9,"PR",87.02232,0,0,1,1,28,27.9204
"173115","S","P","P","C1","F","False",1,377000,96.816978,0,96.816978,365000,0,361,361,705,6.375,200409,"PR",201602,137,3,320352.88,"False",0,201707,201310,45.372467,2017m7,2004m9,"PR",107.5976,0,0,1,1,45,40.01683
"175971","S","P","C","C1","F","False",1,150000,88,0,88,132000,0,361,361,533,7,200409,"PR",201608,143,3,113488.43,"False",-4920.9102,201905,201412,51.536911,2019m5,2004m9,"PR",84.32365,0,0,1,1,53,35.00004
"Modified_178317","S","P","P","C1","F","False",1,140000,71.428574,0,71.428574,100000,0,282,180,560,6,200409,"PR",201704,151,3,75870.023,"True",0,201901,201409,40.688034,2019m1,2004m9,"PR",63.58979,0,0,1,1,52,27.94429
"Modified_175156","S","P","P","C1","F","False",1,272156.38,100,0,100,272156.38,0,482,360,648,5.5,200409,"PR",201802,161,3,221701.2,"True",0,201812,201310,66.827049,2018m12,2004m9,"PR",96.06326,0,0,1,1,62,41.6792
"800275","S","P","P","C1","F","False",1,89000,85.393257,0,85.393257,76000,0,481,481,651,6.625,200410,"PR",201603,137,3,75106.469,"False",0,201703,201412,57.393192,2017m3,2004m10,"PR",101.8819,0,0,1,1,27,32.43078
"Modified_179305","C","S","P","C1","F","False",1,314000,98.4207,0,98.4207,309041,0,556,436,500,5.5,200410,"PR",201703,149,3,288288.81,"True",0,201707,201311,54.559177,2017m7,2004m10,"PR",116.4459,0,0,0,0,44,50.09635
"805461","S","P","P","C1","F","False",1,151000,91.225166,0,91.225166,137750,0,361,361,0,6,200410,"PR",201702,148,3,114753.37,"False",0,201812,201505,21.57093,2018m12,2004m10,"PR",89.76501,0,1,1,1,43,33.58558
"182932","S","P","P","C1","F","False",1,120000,91.491669,0,91.491669,109790,0,361,361,559,6.25,200410,"PR",201808,166,3,90049.867,"False",0,201908,201603,0,2019m8,2004m10,"PR",83.80177,0,0,1,1,41,31.0113
"Reperform_802336","C","P","P","C1","F","False",1,345000,94.202896,0,94.202896,325000,0,361,361,679,6.375,200410,"PR",201803,161,3,262058.09,"False",0,201808,201605,17.957087,2018m8,2004m10,"PR",95.8037,0,0,0,1,27,34.04964
"Modified_176397","S","P","C","C1","F","False",1,177000,82.768364,0,82.768364,146500,0,557,480,548,5.375,200410,"PR",201503,125,3,114896.29,"True",0,201608,201310,0,2016m8,2004m10,"PR",75.14952,0,0,1,1,34,25.9719
"Modified_179285","C","S","P","C1","F","False",1,270000,98.148148,0,98.148148,265000,0,556,436,697,5.5,200410,"PR",201702,148,3,246872.69,"True",0,201706,201311,45.315666,2017m6,2004m10,"PR",118.2238,0,0,0,0,43,50.3558
"Modified_177358","S","P","P","C1","F","False",1,88000,96.590912,0,96.590912,85000,0,552,480,608,5.75,200410,"PR",201409,119,3,82411.359,"True",0,201503,201310,19.913517,2015m3,2004m10,"PR",107.8025,0,0,1,1,17,31.17206
"Modified_175959","S","S","P","C1","F","False",1,195000,89,0,89,173550,0,450,360,722,5,200410,"PR",201606,140,3,161295.45,"True",0,201701,201406,49.781315,2017m1,2004m10,"PR",100.8005,0,0,1,0,31,37.28096
"Modified_166519","S","P","C","C1","F","False",1,185887.69,40.967743,0,40.967743,76153.992,0,549,480,593,9.5,200411,"PR",201505,126,3,75945.813,"True",0,201605,201310,18.361776,2016m5,2004m11,"PR",47.46261,0,0,1,1,31,16.02022
"Reperform_802340","S","I","P","C1","F","False",1,100000,90,0,90,90000,0,481,481,609,5.75,200411,"PR",201902,171,3,82853.07,"False",0,201912,201704,27.582647,2019m12,2004m11,"PR",105.9219,0,0,1,0,32,39.26342
"177417","S","S","P","C1","F","False",1,60000.004,77.916664,0,77.916664,46750,0,361,361,666,6.9499998,200411,"PR",201604,137,3,41107.859,"False",0,201912,201401,68.375877,2019m12,2004m11,"PR",87.58923,0,0,1,0,71,45.71846
