loanid,property,occupancy,purpose,documentation,ratetype,isnegam,lienposition,originalappraisalamount,ltv,jrltv,combinedltv,originalamount,srbalance,originalterm,amorterm,fico,rate,originationdate,state,asofdate,loanage,reportedloanstatus,currentamount,modified,priorchargeoff,liquidationdate,defdate,lgd,yrm,origym,region_code,updatedcltv,updatedcltv_missing,fico_missing,singlehome,occupied,timetoliquidation,predlgd
"278789","C","S","C","C1","F","False",1,201999.98,76.014854,0,76.014854,153550,0,361,361,608,6.625,200912,"PR",201706,90,3,145939.84,"False",0,201811,201405,24.626476,2018m11,2009m12,"PR",97.54128,0,0,0,0,54,47.1359
"277959","S","I","P","C1","F","False",1,65000,79.753845,0,79.753845,51840,0,360,360,656,6.75,200912,"PR",201511,71,3,48972.609,"False",0,201802,201410,38.740025,2018m2,2009m12,"PR",96.51171,0,0,1,0,40,38.75167
"278141","C","P","P","C1","F","False",1,275000,87.090912,0,87.090912,239500,0,481,481,621,5.75,200912,"PR",201504,64,3,230811.19,"False",0,201610,201310,58.407482,2016m10,2009m12,"PR",111.0759,0,0,0,1,36,41.87673
"279407","S","P","P","C1","F","False",1,118000,89.466103,0,89.466103,105570,0,361,361,0,5.5,200912,"PR",201401,49,3,102126.3,"False",0,201609,201310,62.301289,2016m9,2009m12,"PR",112.7106,0,1,1,1,35,38.49567
"278299","S","P","P","C1","F","False",1,444000,99.549553,0,99.549553,442000,0,481,481,776,5.6999998,200912,"PR",201702,86,3,422671.47,"False",0,201808,201512,68.060188,2018m8,2009m12,"PR",134.1273,0,0,1,1,32,44.50025
"278761","F","P","P","C1","F","False",1,0,0,0,0,154660,0,361,361,692,5.5,201001,"PR",201706,89,3,144314.91,"False",0,201910,201412,46.644451,2019m10,2010m1,"PR",0,1,0,0,1,58,45.63965
"279941","C","S","P","C1","F","False",2,196000,102.04082,102.04082,204.08163,200000,200000,481,481,801,5.9499998,201001,"PR",201701,84,3,192430.52,"False",0,201807,201505,40.2379,2018m7,2010m1,"PR",200,0,0,0,0,38,75.33775
"279532","S","P","P","C1","F","False",1,0,0,0,0,110670,0,361,361,0,5.5,201001,"PR",201601,72,3,103575.41,"False",0,201811,201411,46.898594,2018m11,2010m1,"PR",0,1,1,1,1,48,38.86303
"279781","S","P","P","C1","F","False",1,0,0,0,0,100470,0,360,360,0,5.5,201002,"PR",201509,67,3,94580.672,"False",0,201801,201406,50.306263,2018m1,2010m2,"PR",0,1,1,1,1,43,37.27172
"279894","S","P","P","C1","F","False",1,0,0,0,0,169830,0,361,361,0,5.5,201002,"PR",201601,71,3,157992.8,"False",0,201609,201506,37.971352,2016m9,2010m2,"PR",0,1,1,1,1,15,28.36036
"282140","S","P","P","C1","F","False",1,152000,97.302635,0,97.302635,147900,0,360,360,0,5,201002,"PR",201704,86,3,133963.25,"False",0,201810,201603,17.290749,2018m10,2010m2,"PR",116.1792,0,1,1,1,31,38.34974
"807028","C","I","C","C1","F","False",1,200000,78,0,78,156000,0,361,361,795,4.875,201002,"PR",201704,86,3,141428.5,"False",0,201808,201512,46.969318,2018m8,2010m2,"PR",95.02478,0,0,0,0,32,39.31637
"Modified_280949","S","P","P","C1","F","False",1,97700,96.72467,0,96.72467,94500,0,360,337,551,3,201002,"PR",201702,84,3,93182.391,"True",0,201902,201310,35.610153,2019m2,2010m2,"PR",118.8419,0,0,1,1,64,49.71767
"280052","S","P","P","C1","F","False",1,365000,98.630135,0,98.630135,360000,0,480,480,739,5.75,201002,"PR",201808,102,3,348610.22,"False",-171353.2,201907,201409,65.577599,2019m7,2010m2,"PR",112.4728,0,0,1,1,58,45.73845
"278752","S","P","P","C1","F","False",1,0,0,0,0,64260,0,361,361,629,5,201003,"PR",201604,73,3,62230.09,"False",0,201804,201310,51.791664,2018m4,2010m3,"PR",0,1,0,1,1,54,40.77261
"280606","C","P","P","C1","F","False",1,590000,95.762711,0,95.762711,565000,0,481,481,743,5.75,201003,"PR",201602,71,3,548662.75,"False",0,201609,201407,19.80488,2016m9,2010m3,"PR",112.7028,0,0,0,1,26,39.22275
"282258","S","P","P","C1","F","False",1,0,0,0,0,89760,0,361,361,0,5,201003,"PR",201608,77,3,82700.656,"False",0,201805,201509,33.494293,2018m5,2010m3,"PR",0,1,1,1,1,32,33.77082
"282294","S","P","P","C1","F","False",1,0,0,0,0,94860,0,361,361,0,5,201003,"PR",201608,77,3,89910.039,"False",0,201704,201312,33.266586,2017m4,2010m3,"PR",0,1,1,1,1,40,36.31693
"282244","S","P","P","C1","F","False",1,0,0,0,0,102000,0,361,361,0,5.5,201003,"PR",201409,54,3,99667.25,"False",0,201604,201310,9.6992741,2016m4,2010m3,"PR",0,1,1,1,1,30,33.1343
"280510","S","P","C","C1","F","False",1,124000,65,0,65,80600,0,181,181,731,6.75,201003,"PR",201604,73,3,71205.844,"False",0,201906,201310,22.759144,2019m6,2010m3,"PR",65.31334,0,0,1,1,68,33.59657
"807061","C","I","C","C1","F","False",1,213000,93.004692,0,93.004692,198100,0,361,361,590,6,201003,"PR",201812,105,3,178760.06,"False",-71734.289,201912,201703,41.262047,2019m12,2010m3,"PR",111.3586,0,0,0,0,33,44.94233
"282032","S","P","P","C1","F","False",1,218000,102.15,0,102.15,222687,0,361,361,0,5,201003,"PR",201502,59,3,221880.95,"False",0,201603,201502,41.409592,2016m3,2010m3,"PR",126.7063,0,1,1,1,13,36.04181
"Modified_281865","S","P","P","C1","F","False",1,377026.16,99.706665,0,99.706665,375920.19,0,481,455,604,4,201004,"PR",201409,53,3,375920.19,"True",0,201706,201310,71.270447,2017m6,2010m4,"PR",134.0177,0,0,1,1,44,48.28379
"282347","S","P","P","C1","F","False",1,0,0,0,0,178000,0,361,361,0,5.5,201004,"PR",201611,79,3,166093.8,"False",0,201706,201506,30.761534,2017m6,2010m4,"PR",0,1,1,1,1,24,31.22472
"Modified_280432","S","P","C","C1","F","False",1,235000,85,0,85,199750,0,361,340,659,6.5,201004,"PR",201508,64,3,194650.36,"True",0,201705,201310,43.488232,2017m5,2010m4,"PR",108.7597,0,0,1,1,43,39.75793
"278562","S","P","P","C1","F","False",1,0,0,0,0,76500,0,361,361,732,5,201004,"PR",201411,55,3,72290.539,"False",0,201603,201402,37.750446,2016m3,2010m4,"PR",0,1,0,1,1,25,31.54298
"280439","S","I","P","C1","F","False",1,207000,90,0,90,186300,0,361,361,619,6.875,201004,"PR",201610,78,3,177474.94,"False",0,201808,201409,29.566992,2018m8,2010m4,"PR",112.412,0,0,1,0,47,46.14634
"282442","S","P","C","C1","F","False",1,150000,82,0,82,123000,0,361,361,657,6.625,201004,"PR",201601,69,3,119083.8,"False",0,201607,201310,6.7876573,2016m7,2010m4,"PR",94.88464,0,0,1,1,33,32.06659
"281430","S","P","P","C1","F","False",1,398900,100,0,100,398900,0,480,480,748,5.75,201004,"PR",201801,93,3,390755.28,"False",0,201810,201310,70.569817,2018m10,2010m4,"PR",125.9921,0,0,1,1,60,50.76807
"280812","S","S","C","C1","F","False",1,350000,80,0,80,280000,0,361,361,609,6.875,201004,"PR",201702,82,3,270705.56,"False",-45375.559,201908,201310,22.42494,2019m8,2010m4,"PR",89.78895,0,0,1,0,70,46.11499
"278811","S","P","P","C1","F","False",1,0,0,0,0,82620,0,361,361,703,4.5,201004,"PR",201705,85,3,73929.828,"False",0,201811,201606,44.542004,2018m11,2010m4,"PR",0,1,0,1,1,29,32.81604
"Modified_284152","S","P","P","C1","F","False",1,0,0,0,0,141748.53,0,361,318,0,3.5,201004,"PR",201608,76,3,137243.64,"True",0,201703,201503,23.493256,2017m3,2010m4,"PR",0,1,1,1,1,24,31.22472
"282487","S","P","P","C1","F","False",1,250000,100,0,100,250000,0,361,361,0,5.5,201004,"PR",201401,45,3,244877.86,"False",0,201411,201310,27.718718,2014m11,2010m4,"PR",119.0668,0,1,1,1,13,33.55934
"283014","S","P","P","C1","F","False",1,0,0,0,0,86700,0,361,361,0,5,201004,"PR",201411,55,3,82903.563,"False",0,201509,201311,26.419853,2015m9,2010m4,"PR",0,1,1,1,1,22,30.5882
"284092","S","P","P","C1","F","False",1,0,0,0,0,87975,0,361,361,0,5.5,201005,"PR",201608,75,3,81843.367,"False",0,201805,201506,65.787857,2018m5,2010m5,"PR",0,1,1,1,1,35,34.72562
"283243","S","P","P","C1","F","False",1,0,0,0,0,96900,0,360,360,0,5.5,201005,"PR",201403,46,3,93497.227,"False",0,201411,201310,9.0879698,2014m11,2010m5,"PR",0,1,1,1,1,13,27.72383
"Modified_281778","S","P","C","C1","F","False",1,125645.59,86.912003,0,86.912003,109201.1,0,379,360,743,4,201005,"PR",201701,80,3,107811.87,"True",0,201909,201310,65.680962,2019m9,2010m5,"PR",100.65,0,0,1,1,71,46.03405
"283168","S","P","P","C1","F","False",1,250000,85,0,85,212500,0,360,360,688,6.375,201005,"PR",201706,85,3,195306.86,"False",-13621.86,201903,201503,6.8133092,2019m3,2010m5,"PR",94.50607,0,0,1,1,48,36.71751
"283186","S","P","P","C1","F","False",1,119000,98.571426,0,98.571426,117300,0,360,360,0,5.5,201005,"PR",201707,86,3,108117.46,"False",0,201911,201409,44.504803,2019m11,2010m5,"PR",115.495,0,1,1,1,62,47.99357
"281674","S","P","P","C1","F","False",1,0,0,0,0,166260,0,361,361,777,5,201005,"PR",201507,62,3,156394.84,"False",0,201609,201409,16.876516,2016m9,2010m5,"PR",0,1,0,1,1,24,31.22472
"283961","S","P","P","C1","F","False",1,114000,101.68421,0,101.68421,115920,0,361,361,710,5.5,201006,"PR",201512,66,3,111703.91,"False",0,201703,201311,39.123966,2017m3,2010m6,"PR",122.9617,0,0,1,1,40,43.41808
"283399","S","P","P","C1","F","False",1,323000,78.018578,0,78.018578,252000,0,361,361,798,7.125,201006,"PR",201701,79,3,236367.41,"False",0,201707,201602,32.308601,2017m7,2010m6,"PR",96.47338,0,0,1,1,17,27.49064
"284314","C","S","P","C1","F","False",1,220000,85,0,85,187000,0,361,361,785,6.75,201006,"PR",201505,59,3,179598.88,"False",0,201511,201310,22.048023,2015m11,2010m6,"PR",97.9277,0,0,0,0,25,38.03184
"284362","S","P","P","C1","F","False",1,120999.99,101.15703,0,101.15703,122400,0,361,361,613,5.5,201006,"PR",201411,53,3,117948.33,"False",0,201508,201311,31.325583,2015m8,2010m6,"PR",113.8132,0,0,1,1,21,34.39827
"Reperform_284363","S","P","P","C1","F","False",1,147000,81.632652,0,81.632652,120000,0,360,360,688,6.75,201006,"PR",201903,105,3,62453.988,"False",-3050.01,201910,201703,3.9292767,2019m10,2010m6,"PR",51.83504,0,0,1,1,31,17.44105
"283914","C","P","C","C1","F","False",1,214000,80,0,80,171200,0,361,361,779,6.75,201006,"PR",201712,90,3,160715.23,"False",0,201810,201510,25.333776,2018m10,2010m6,"PR",96.58276,0,0,0,1,36,37.16716
"Modified_284401","S","P","P","C1","F","False",1,176000,99.431816,0,99.431816,175000,0,413,360,626,4,201007,"PR",201611,76,3,173261.45,"True",0,201811,201506,31.086134,2018m11,2010m7,"PR",124.9428,0,0,1,1,41,44.38011
"807160","C","I","C","C1","F","False",1,145000,79.405518,0,79.405518,115138,0,361,361,712,5.5,201007,"PR",201811,100,3,102615.13,"False",0,202002,201709,12.293635,2020m2,2010m7,"PR",95.24922,0,0,0,0,29,38.43452
"283726","S","P","P","C1","F","False",1,738000,59.566395,0,59.566395,439600,0,481,481,670,5.75,201007,"PR",201805,94,3,432541.69,"False",-169953.97,201901,201310,51.912151,2019m1,2010m7,"PR",72.33974,0,0,1,1,63,34.28849
"807152","C","P","C","C1","F","False",1,98000,75.97245,0,75.97245,74453,0,361,361,654,4.875,201007,"PR",201810,99,3,66053.023,"False",-12937.02,201906,201802,57.334225,2019m6,2010m7,"PR",77.43877,0,0,0,1,16,24.58105
"284341","S","P","P","C1","F","False",1,88000,103.5,0,103.5,91080,0,361,361,0,5.5,201007,"PR",201902,103,3,81758.063,"False",0,201908,201706,49.852036,2019m8,2010m7,"PR",108.9554,0,1,1,1,26,34.41104
"285352","S","P","P","C1","F","False",1,65000,97.435387,0,97.435387,63333,0,361,361,787,5.5,201007,"PR",201511,64,3,61732.18,"False",0,201708,201310,55.452438,2017m8,2010m7,"PR",124.1259,0,0,1,1,46,45.70598
"284919","S","P","P","C1","F","False",1,137000,102,0,102,139740,0,361,361,613,5,201007,"PR",201511,64,3,133802.91,"False",0,201609,201312,40.209888,2016m9,2010m7,"PR",119.5667,0,0,1,1,33,40.08702
"285356","C","P","P","C1","F","False",1,145000,85.172417,0,85.172417,123500,0,361,361,711,6.5,201008,"PR",201512,64,3,118390.05,"False",0,201809,201404,49.320023,2018m9,2010m8,"PR",109.7733,0,0,0,1,53,46.8639
"281457","S","P","P","C1","F","False",1,128000,85.9375,0,85.9375,110000,0,481,481,792,5.75,201008,"PR",201812,100,3,104168.23,"False",-25813.23,201909,201709,28.961067,2019m9,2010m8,"PR",97.42215,0,0,1,1,24,30.02678
"283423","S","P","P","C1","F","False",1,222999.98,96.41256,0,96.41256,215000,0,481,481,747,5.75,201008,"PR",201608,72,3,208783.19,"False",0,201703,201412,37.73436,2017m3,2010m8,"PR",119.9106,0,0,1,1,27,38.28923
"283776","S","P","P","C1","F","False",1,157000,101.85159,0,101.85159,159907,0,361,361,0,4.5,201008,"PR",201608,72,3,148096.09,"False",0,201711,201506,37.878109,2017m11,2010m8,"PR",113.0316,0,1,1,1,29,36.6904
"283993","S","P","C","C1","F","False",1,699000,57.153076,0,57.153076,399500,0,481,481,737,5.75,201008,"PR",201608,72,3,392100.41,"False",0,201811,201310,43.381851,2018m11,2010m8,"PR",71.92002,0,0,1,1,61,33.51557
"807191","C","I","C","C1","F","False",1,185000,90,0,90,166500,0,361,361,723,5.875,201009,"PR",201701,76,3,155815.52,"False",0,201712,201508,19.4557,2017m12,2010m9,"PR",98.23846,0,0,0,0,28,39.08761
"286824","S","P","P","C1","F","False",1,75000,103.5,0,103.5,77625,0,361,361,698,5.5,201009,"PR",201601,64,3,76217.773,"False",0,201704,201310,60.638088,2017m4,2010m9,"PR",134.4401,0,0,1,1,42,47.78454
"807180","C","P","C","C1","F","False",1,255000,83.36235,0,83.36235,212574,0,361,361,650,4.875,201009,"PR",201905,104,3,189476.91,"False",-58513.051,202002,201802,21.626335,2020m2,2010m9,"PR",102.0482,0,0,0,1,24,35.12402
"Modified_286500","S","P","C","C1","F","False",1,70000,75,0,75,52500,0,363,340,666,6.75,201009,"PR",201602,65,3,51792.32,"True",0,201711,201310,45.937313,2017m11,2010m9,"PR",89.55435,0,0,1,1,49,35.42671
"Modified_285311","S","P","P","C1","F","False",1,116000,94.827583,0,94.827583,110000,0,481,456,735,5,201009,"PR",201508,59,3,108672.73,"True",0,201609,201401,21.782835,2016m9,2010m9,"PR",117.0305,0,0,1,1,32,38.94463
"Reperform_284933","S","P","P","C1","F","False",1,175000,100,0,100,175000,0,481,481,0,5.4899998,201009,"PR",201611,74,3,170344.7,"False",0,201810,201407,20.748934,2018m10,2010m9,"PR",129.0539,0,1,1,1,51,48.89866
"284612","S","P","P","C1","F","False",1,101000,103.5,0,103.5,104535,0,361,361,631,4.5,201009,"PR",201603,66,3,98765.703,"False",0,201701,201406,16.974516,2017m1,2010m9,"PR",127.697,0,0,1,1,31,42.09246
"286872","S","P","P","C1","F","False",1,133000,93.383461,0,93.383461,124200,0,361,361,601,4.5,201010,"PR",201604,66,3,118095.35,"False",0,201705,201311,28.023966,2017m5,2010m10,"PR",117.6948,0,0,1,1,42,42.34312
"285255","S","P","P","C1","F","False",1,705000,53.19149,0,53.19149,375000,0,361,361,663,5.4899998,201010,"PR",201809,95,3,341723.84,"False",-79134.227,201905,201611,41.473209,2019m5,2010m10,"PR",56.7837,0,0,1,1,30,18.73086
"804526","C","P","C","C1","F","False",1,108000,46.296295,0,46.296295,50000,0,121,121,703,4.125,201010,"PR",201803,89,3,28791.33,"False",0,201904,201511,0,2019m4,2010m10,"PR",31.87962,0,0,0,1,41,17.73313
"286942","S","P","C","C1","F","False",1,80000,89.375,0,89.375,71500,0,361,361,643,5,201010,"PR",201403,41,3,70264.102,"False",0,201608,201310,28.839762,2016m8,2010m10,"PR",106.7025,0,0,1,1,34,36.22507
"285388","S","P","P","C1","F","False",1,116000,94.827583,0,94.827583,110000,0,481,481,737,5.4899998,201010,"PR",201611,73,3,105885.15,"False",0,201706,201511,27.279558,2017m6,2010m10,"PR",123.8541,0,0,1,1,19,37.02455
"807190","C","P","C","C1","F","False",1,136000,93.330879,0,93.330879,126930,0,361,361,661,5.375,201011,"PR",201807,92,3,117717.38,"False",0,201812,201512,55.826405,2018m12,2010m11,"PR",105.0221,0,0,0,1,36,39.90955
"287944","S","P","P","C1","F","False",1,95000,89.226318,0,89.226318,84765,0,361,361,712,4.5,201011,"PR",201407,44,3,83163.641,"False",0,201610,201310,80.760056,2016m10,2010m11,"PR",106.5302,0,0,1,1,36,36.80562
"286228","S","I","C","C1","F","False",1,583000,83.190392,0,83.190392,485000,0,480,480,535,7.9499998,201011,"PR",201511,60,3,472269.75,"False",0,201712,201410,70.355766,2017m12,2010m11,"PR",90.5741,0,0,1,0,38,36.18571
"287628","S","P","P","C1","F","False",1,96000,95.953125,0,95.953125,92115,0,361,361,657,5,201011,"PR",201609,70,3,89931.383,"False",0,201803,201310,49.961426,2018m3,2010m11,"PR",113.3751,0,0,1,1,53,44.44035
"287204","S","P","P","C1","F","False",1,162000,103.24445,0,103.24445,167256,0,361,361,726,4,201011,"PR",201702,75,3,158864.19,"False",0,201707,201312,38.31197,2017m7,2010m11,"PR",127.7608,0,0,1,1,43,45.93236
"287337","S","P","P","C1","F","False",1,127000,99.035431,0,99.035431,125775,0,361,361,614,5,201011,"PR",201701,74,3,116455.18,"False",0,201803,201512,22.716894,2018m3,2010m11,"PR",110.977,0,0,1,1,27,35.38622
"286955","C","P","P","C1","F","False",1,350000,97.14286,0,97.14286,340000,0,481,481,687,5.4899998,201012,"PR",201610,70,3,330454.63,"False",0,201706,201412,6.1896548,2017m6,2010m12,"PR",122.6932,0,0,0,1,30,43.74219
"287933","S","P","P","C1","F","False",1,142000,96.94014,0,96.94014,137655,0,361,361,568,4.5,201012,"PR",201504,52,3,136185.63,"False",0,201707,201310,30.241812,2017m7,2010m12,"PR",122.2503,0,0,1,1,45,44.77825
"285752","C","P","P","C1","F","False",1,286000,94.370628,0,94.370628,269900,0,481,481,675,5.4899998,201012,"PR",201612,72,3,265268,"False",-103312.99,201906,201310,66.825996,2019m6,2010m12,"PR",101.9864,0,0,0,1,68,49.10751
"287006","S","P","P","C1","F","False",1,104000,100,0,100,104000,0,481,481,701,5.75,201012,"PR",201610,70,3,100781.17,"False",0,201802,201507,20.619923,2018m2,2010m12,"PR",111.6796,0,0,1,1,31,36.8876
"285976","C","P","P","C1","F","False",1,415000,86.013733,0,86.013733,356957,0,481,481,774,5.4899998,201012,"PR",201708,80,3,341726.78,"False",0,201803,201605,2.5535018,2018m3,2010m12,"PR",97.5055,0,0,0,1,22,33.01133
"284360","C","P","P","C1","F","False",1,148000,83.277023,0,83.277023,123250,0,361,361,0,6.625,201012,"PR",201707,79,3,116284.39,"False",-26379.391,201903,201509,32.923069,2019m3,2010m12,"PR",91.89748,0,1,0,1,42,37.55426
"Modified_286857","C","P","P","C1","F","False",1,126563.95,88,0,88,111376.28,0,360,300,651,5,201101,"PR",201711,82,3,106585.25,"True",-20558.25,201906,201609,45.387405,2019m6,2011m1,"PR",92.45941,0,0,0,1,33,34.87249
"287388","C","P","P","C1","F","False",1,380000,99.605263,0,99.605263,378500,0,481,481,732,5.75,201101,"PR",201809,92,3,361636.25,"False",-159326.31,201905,201703,37.78278,2019m5,2011m1,"PR",106.6129,0,0,0,1,26,37.24384
"286068","S","P","P","C1","F","False",1,116000,94.827583,0,94.827583,110000,0,481,481,620,5.4899998,201101,"PR",201509,56,3,107301.95,"False",0,201801,201310,26.375103,2018m1,2011m1,"PR",103.6712,0,0,1,1,51,40.65052
"Modified_287594","C","P","P","C1","F","False",1,130000,95,0,95,123500,0,387,360,622,5,201101,"PR",201511,58,3,121257.45,"True",0,201707,201407,46.394672,2017m7,2011m1,"PR",118.7169,0,0,0,1,36,44.35969
"287804","C","P","P","C1","F","False",1,269900,100,0,100,269900,0,481,481,630,5.4899998,201101,"PR",201509,56,3,265793.06,"False",0,201708,201310,56.733234,2017m8,2011m1,"PR",122.9921,0,0,0,1,46,48.93153
"289000","S","P","P","C1","F","False",1,113000,100.75221,0,100.75221,113850,0,361,361,0,5,201102,"PR",201601,59,3,112170.32,"False",0,201708,201310,37.594616,2017m8,2011m2,"PR",123.7871,0,1,1,1,46,45.59588
"289436","S","P","P","C1","F","False",1,90000,103.5,0,103.5,93150,0,361,361,587,5.5,201102,"PR",201507,53,3,89144.898,"False",0,201512,201406,4.0877271,2015m12,2011m2,"PR",116.6589,0,0,1,1,18,34.3682
"287481","S","P","P","C1","F","False",1,254000,96.456696,0,96.456696,245000,0,481,481,692,5.4899998,201103,"PR",201505,50,3,240474.02,"False",0,201511,201401,35.543964,2015m11,2011m3,"PR",109.3106,0,0,1,1,22,33.25341
"288744","S","P","C","C1","F","False",1,120000,115.66666,0,115.66666,138800,0,481,481,646,6.125,201103,"PR",201411,44,3,136621.88,"False",0,201510,201401,29.000481,2015m10,2011m3,"PR",129.1029,0,0,1,1,21,39.36668
"289442","S","P","P","C1","F","False",1,120000,85.416664,0,85.416664,102500,0,361,361,660,4.5,201103,"PR",201402,35,3,100846.48,"False",0,201509,201310,25.629057,2015m9,2011m3,"PR",93.62341,0,0,1,1,23,28.47411
"288733","S","P","C","C1","F","False",1,430000,80,0,80,344000,0,361,361,710,5.125,201103,"PR",201611,68,3,324008.69,"False",0,201807,201504,29.014036,2018m7,2011m3,"PR",94.62653,0,0,1,1,39,33.89229
"288762","C","P","P","C1","F","False",1,195000,100,0,100,195000,0,481,481,621,5.75,201103,"PR",201702,71,3,190011.13,"False",0,201707,201502,54.739426,2017m7,2011m3,"PR",123.6431,0,0,0,1,29,43.73261
"286044","S","P","P","C1","F","False",1,254000,96.456696,0,96.456696,245000,0,481,481,738,5.4899998,201103,"PR",201802,83,3,235283.8,"False",-102167.79,201901,201607,51.122852,2019m1,2011m3,"PR",108.9215,0,0,1,1,30,35.6731
"289763","S","P","P","C1","F","False",1,177000,98.870056,0,98.870056,175000,0,481,481,702,5.75,201104,"PR",201411,43,3,172928.3,"False",0,201609,201310,16.150045,2016m9,2011m4,"PR",114.9571,0,0,1,1,35,39.22567
"288270","S","I","C","C1","F","False",1,250000,83.5,0,83.5,208750,0,361,361,615,4.5,201104,"PR",201608,64,3,197228.56,"False",0,201810,201409,74.648705,2018m10,2011m4,"PR",98.51833,0,0,1,0,49,42.26809
"289581","S","P","P","C1","F","False",1,143000,97.9021,0,97.9021,140000,0,481,481,658,5.75,201104,"PR",201605,61,3,136046.17,"False",0,201706,201507,37.521084,2017m6,2011m4,"PR",124.1575,0,0,1,1,23,38.39621
"290860","S","P","P","C1","F","False",1,90000,101.2,0,101.2,91080,0,361,361,636,5.5,201104,"PR",201501,45,3,88333.969,"False",0,201601,201403,23.018326,2016m1,2011m4,"PR",117.1622,0,0,1,1,22,35.8048
"287518","S","P","P","C1","F","False",1,193000,101.35492,0,101.35492,195615,0,361,361,683,5,201104,"PR",201703,71,3,182817.77,"False",0,201808,201512,29.984505,2018m8,2011m4,"PR",120.5847,0,0,1,1,32,40.09956
"290515","S","P","P","C1","F","False",1,119400,100.63903,0,100.63903,120163,0,360,360,0,5,201105,"PR",201312,31,3,118990.98,"False",0,201603,201310,66.383186,2016m3,2011m5,"PR",121.5068,0,1,1,1,29,39.44442
